Age,Gender,Lifetime Giving,Status
72,Male,$95.00,Low
48,Male,$60.00,Low
72,Female,$30.00,Low
80,Female,$0.00,Nondonor
74,Female,$115.00,Low
88,Male,$15.00,Low
37,Male,$0.00,Nondonor
64,Female,$135.00,Low
64,Female,$160.00,Low
20,Male,$0.00,Nondonor
35,Female,$87.50,Low
87,Male,$428.00,Low
52,Female,$97.50,Low
54,Female,$0.00,Nondonor
65,Male,"$2,921.00",High
74,Female,$0.00,Nondonor
41,Female,$0.00,Nondonor
98,Male,"$1,148.00",High
60,Male,$0.00,Nondonor
74,Male,$82.50,Low
20,Female,$0.00,Nondonor
68,Male,$90.00,Low
26,Male,$0.00,Nondonor
94,Male,$24.00,Low
77,Male,$0.00,Nondonor
50,Female,$0.00,Nondonor
35,Female,$225.00,Low
71,Male,$764.90,Low
78,Male,$60.00,Low
49,Female,$60.00,Low
67,Female,$50.00,Low
71,Male,$0.00,Nondonor
82,Male,"$1,000.00",High
62,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
53,Female,$144.00,Low
47,Female,$0.00,Nondonor
26,Male,$0.00,Nondonor
21,Male,$0.00,Nondonor
73,Female,$0.00,Nondonor
80,Female,$30.00,Low
57,Female,$42.00,Low
34,Male,$0.00,Nondonor
41,Female,$20.00,Low
75,Male,$0.00,Nondonor
39,Female,$0.00,Nondonor
79,Male,$0.00,Nondonor
53,Male,$537.50,Low
37,Female,$0.00,Nondonor
38,Female,$365.50,Low
69,Male,$505.00,Low
45,Female,"$1,002.00",High
27,Female,$150.00,Low
21,Female,$0.00,Nondonor
66,Male,$0.00,Nondonor
22,Male,$10.00,Low
25,Female,$0.00,Nondonor
46,Female,"$1,290.00",High
55,Male,$545.00,Low
74,Male,"$8,648.00",High
85,Female,"$1,696.85",High
63,Female,$0.00,Nondonor
45,Male,$0.00,Nondonor
32,Male,$0.00,Nondonor
46,Female,"$1,945.00",High
26,Male,$0.00,Nondonor
48,Male,"$3,507.50",High
48,Male,$0.00,Nondonor
77,Male,"$4,009.00",High
52,Female,$0.00,Nondonor
71,Male,$426.50,Low
78,Male,$0.00,Nondonor
59,Female,$15.00,Low
84,Male,$703.00,Low
53,Female,$707.50,Low
70,Male,$162.50,Low
49,Male,$0.00,Nondonor
52,Female,"$1,268.00",High
33,Female,$0.00,Nondonor
73,Female,$994.50,Low
33,Female,$0.00,Nondonor
55,Male,$0.00,Nondonor
57,Female,$360.00,Low
96,Female,$86.50,Low
61,Female,"$65,252.00",High
60,Male,$0.00,Nondonor
38,Female,$30.00,Low
24,Male,$265.00,Low
61,Female,$607.50,Low
54,Female,$0.00,Nondonor
48,Female,$0.00,Nondonor
69,Female,"$1,002.50",High
61,Female,$0.00,Nondonor
63,Male,$0.00,Nondonor
79,Male,$98.50,Low
88,Male,"$2,491.00",High
91,Female,$0.00,Nondonor
44,Male,$0.00,Nondonor
58,Female,$0.00,Nondonor
22,Female,$0.00,Nondonor
70,Female,$0.00,Nondonor
88,Female,$97.00,Low
60,Female,$30.00,Low
24,Male,$100.00,Low
72,Male,$757.50,Low
51,Male,$95.00,Low
37,Female,$0.00,Nondonor
75,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
50,Female,$0.00,Nondonor
85,Female,$511.95,Low
20,Female,$0.00,Nondonor
90,Male,"$1,755.00",High
21,Male,$0.00,Nondonor
22,Male,$0.00,Nondonor
49,Female,$165.00,Low
74,Male,$412.00,Low
52,Female,$0.00,Nondonor
62,Female,$0.00,Nondonor
52,Male,$0.00,Nondonor
86,Male,$52.50,Low
43,Male,$0.00,Nondonor
56,Male,$0.00,Nondonor
67,Female,$24.00,Low
61,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
22,Female,$0.00,Nondonor
77,Male,$0.00,Nondonor
38,Female,$0.00,Nondonor
62,Female,$743.00,Low
71,Male,$541.00,Low
77,Male,$177.00,Low
54,Female,$0.00,Nondonor
61,Female,$15.00,Low
23,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
44,Female,$0.00,Nondonor
37,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
68,Male,$0.00,Nondonor
43,Female,$450.00,Low
26,Male,$0.00,Nondonor
93,Male,$306.00,Low
74,Male,$0.00,Nondonor
36,Female,$0.00,Nondonor
75,Female,$0.00,Nondonor
82,Male,"$2,579.50",High
29,Male,$0.00,Nondonor
22,Female,$0.00,Nondonor
82,Male,$611.00,Low
40,Female,$12.50,Low
84,Female,$100.00,Low
33,Male,$170.00,Low
76,Male,$0.00,Nondonor
80,Male,"$2,644.50",High
75,Female,$0.00,Nondonor
92,Male,$540.00,Low
42,Female,$0.00,Nondonor
73,Male,$676.00,Low
20,Female,$0.00,Nondonor
92,Female,$269.00,Low
67,Female,$150.00,Low
78,Female,$780.00,Low
74,Male,$0.00,Nondonor
47,Female,$0.00,Nondonor
71,Female,$0.00,Nondonor
29,Female,$20.00,Low
38,Female,$0.00,Nondonor
56,Female,$0.00,Nondonor
55,Male,$120.00,Low
75,Female,"$1,469.00",High
41,Female,$20.00,Low
52,Female,$0.00,Nondonor
61,Female,$0.00,Nondonor
48,Female,$142.50,Low
42,Female,$0.00,Nondonor
58,Female,$648.50,Low
52,Male,$0.00,Nondonor
45,Male,$30.00,Low
36,Female,$0.00,Nondonor
80,Female,$225.00,Low
20,Female,$0.00,Nondonor
76,Male,"$4,004.00",High
41,Female,$0.00,Nondonor
51,Female,$12.50,Low
88,Female,$270.00,Low
43,Male,$0.00,Nondonor
19,Male,$0.00,Nondonor
60,Male,$0.00,Nondonor
25,Male,$0.00,Nondonor
56,Female,$0.00,Nondonor
85,Female,"$1,255.00",High
55,Male,$0.00,Nondonor
35,Male,$0.00,Nondonor
86,Female,$213.00,Low
77,Male,$0.00,Nondonor
76,Female,$60.00,Low
21,Female,$0.00,Nondonor
88,Female,$638.50,Low
75,Male,$871.00,Low
53,Female,$330.00,Low
41,Female,$0.00,Nondonor
70,Female,$0.00,Nondonor
72,Female,$0.00,Nondonor
79,Male,"$1,184.00",High
50,Female,$0.00,Nondonor
72,Female,$130.00,Low
47,Male,$37.50,Low
34,Female,$150.00,Low
41,Male,$0.00,Nondonor
76,Female,$192.00,Low
87,Male,$361.00,Low
32,Male,$0.00,Nondonor
71,Male,"$9,470.00",High
25,Female,$0.00,Nondonor
31,Female,$0.00,Nondonor
58,Female,$0.00,Nondonor
82,Male,$225.50,Low
94,Female,$0.00,Nondonor
21,Male,$70.00,Low
31,Male,$0.00,Nondonor
67,Male,$0.00,Nondonor
26,Male,$0.00,Nondonor
40,Male,$0.00,Nondonor
81,Male,$690.50,Low
33,Female,$149.00,Low
89,Female,$780.00,Low
23,Female,$0.00,Nondonor
46,Female,$440.00,Low
70,Female,$0.00,Nondonor
29,Female,$150.00,Low
59,Female,$20.00,Low
22,Male,$0.00,Nondonor
86,Female,"$1,768.00",High
55,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
73,Male,$0.00,Nondonor
56,Male,$0.00,Nondonor
81,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
47,Female,$470.00,Low
75,Female,$0.00,Nondonor
66,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
92,Female,$462.50,Low
68,Female,$0.00,Nondonor
27,Female,$0.00,Nondonor
53,Female,$481.00,Low
87,Male,$223.00,Low
66,Female,$25.00,Low
56,Female,$37.50,Low
84,Male,$250.00,Low
20,Female,$0.00,Nondonor
58,Male,$0.00,Nondonor
69,Female,$0.00,Nondonor
83,Female,$82.50,Low
78,Male,"$1,083.00",High
42,Female,$0.00,Nondonor
61,Male,$0.00,Nondonor
24,Female,$0.00,Nondonor
76,Male,"$1,944.00",High
72,Female,"$1,462.00",High
57,Male,$0.00,Nondonor
75,Male,$0.00,Nondonor
60,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
69,Female,$90.00,Low
29,Female,$0.00,Nondonor
51,Male,$0.00,Nondonor
40,Female,$0.00,Nondonor
24,Female,$0.00,Nondonor
31,Male,$0.00,Nondonor
72,Male,$0.00,Nondonor
39,Male,$0.00,Nondonor
46,Female,$180.00,Low
86,Female,$414.00,Low
41,Female,$0.00,Nondonor
76,Female,$0.00,Nondonor
69,Female,$95.00,Low
47,Female,$30.00,Low
64,Female,$415.00,Low
64,Female,$15.00,Low
34,Male,$0.00,Nondonor
33,Female,$0.00,Nondonor
66,Female,$20.00,Low
61,Male,"$1,070.00",High
55,Female,$74.50,Low
52,Female,$0.00,Nondonor
45,Female,$190.00,Low
38,Female,$65.00,Low
28,Female,$0.00,Nondonor
37,Male,$0.00,Nondonor
35,Female,$0.00,Nondonor
25,Male,$0.00,Nondonor
36,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
23,Male,$0.00,Nondonor
95,Male,$70.00,Low
53,Female,$72.00,Low
70,Female,$0.00,Nondonor
59,Female,$970.00,Low
27,Male,$0.00,Nondonor
31,Female,$0.00,Nondonor
54,Female,$42.50,Low
69,Female,$0.00,Nondonor
65,Female,$0.00,Nondonor
21,Male,$0.00,Nondonor
54,Female,$75.00,Low
97,Male,$0.00,Nondonor
58,Female,$24.00,Low
53,Female,$0.00,Nondonor
75,Male,$231.00,Low
93,Female,"$1,347.50",High
42,Female,$25.00,Low
49,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
72,Female,$0.00,Nondonor
37,Male,$0.00,Nondonor
69,Male,$30.00,Low
20,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
46,Female,$50.00,Low
72,Female,$0.00,Nondonor
75,Female,$360.00,Low
27,Male,$0.00,Nondonor
34,Female,$0.00,Nondonor
83,Female,$0.00,Nondonor
25,Female,$0.00,Nondonor
31,Male,$0.00,Nondonor
72,Female,$72.00,Low
37,Male,$0.00,Nondonor
99,Female,$257.50,Low
42,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
80,Male,$216.00,Low
34,Male,$0.00,Nondonor
57,Male,$540.00,Low
58,Female,$161.00,Low
65,Female,$633.00,Low
84,Female,$538.50,Low
60,Male,$0.00,Nondonor
26,Male,$0.00,Nondonor
64,Female,$30.00,Low
23,Male,$0.00,Nondonor
56,Female,$0.00,Nondonor
49,Female,$0.00,Nondonor
55,Male,$0.00,Nondonor
20,Male,$0.00,Nondonor
63,Female,$0.00,Nondonor
77,Female,$0.00,Nondonor
29,Male,$50.00,Low
65,Male,$0.00,Nondonor
81,Female,$632.50,Low
25,Male,$0.00,Nondonor
39,Female,$0.00,Nondonor
21,Female,$0.00,Nondonor
63,Female,$0.00,Nondonor
31,Male,$0.00,Nondonor
75,Female,"$1,572.50",High
71,Female,$0.00,Nondonor
45,Male,$687.50,Low
45,Male,"$1,020.00",High
91,Female,$161.50,Low
29,Female,$0.00,Nondonor
46,Male,$0.00,Nondonor
47,Female,$0.00,Nondonor
70,Male,$80.00,Low
48,Male,$0.00,Nondonor
64,Female,$0.00,Nondonor
35,Male,$0.00,Nondonor
73,Female,$210.00,Low
52,Female,$0.00,Nondonor
39,Male,$0.00,Nondonor
32,Male,$0.00,Nondonor
38,Male,$0.00,Nondonor
49,Male,$400.00,Low
96,Male,$921.50,Low
38,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
73,Female,$305.00,Low
26,Female,$0.00,Nondonor
26,Male,$0.00,Nondonor
64,Male,$183.00,Low
38,Male,$959.00,Low
50,Female,$0.00,Nondonor
23,Male,$0.00,Nondonor
70,Female,"$2,306.00",High
68,Male,$0.00,Nondonor
50,Female,$0.00,Nondonor
76,Female,$0.00,Nondonor
27,Female,$0.00,Nondonor
83,Male,"$2,777.00",High
43,Male,$0.00,Nondonor
21,Female,$0.00,Nondonor
54,Female,$0.00,Nondonor
75,Male,$45.00,Low
41,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
57,Female,$0.00,Nondonor
59,Male,$640.00,Low
66,Male,$0.00,Nondonor
28,Female,$0.00,Nondonor
59,Female,"$2,604.00",High
29,Female,$0.00,Nondonor
38,Female,$0.00,Nondonor
54,Male,$74.00,Low
21,Female,$0.00,Nondonor
26,Male,$0.00,Nondonor
44,Male,$864.00,Low
24,Male,$0.00,Nondonor
21,Female,$0.00,Nondonor
41,Female,$0.00,Nondonor
68,Male,$0.00,Nondonor
40,Male,$0.00,Nondonor
82,Female,$674.50,Low
69,Female,$36.00,Low
46,Female,$48.85,Low
44,Female,$30.00,Low
60,Female,"$1,468.50",High
85,Female,$999.00,Low
80,Female,$0.00,Nondonor
41,Female,$0.00,Nondonor
57,Male,"$1,115.00",High
35,Male,$0.00,Nondonor
26,Female,$0.00,Nondonor
27,Female,$0.00,Nondonor
50,Female,$100.00,Low
22,Male,$0.00,Nondonor
51,Female,$0.00,Nondonor
69,Female,$110.00,Low
24,Female,$0.00,Nondonor
59,Female,$285.00,Low
29,Female,$0.00,Nondonor
44,Male,$0.00,Nondonor
53,Female,$0.00,Nondonor
87,Female,$45.00,Low
55,Male,$0.00,Nondonor
64,Male,"$9,988.00",High
85,Female,$0.00,Nondonor
50,Female,$0.00,Nondonor
72,Female,"$1,511.00",High
91,Female,"$1,261.00",High
39,Male,$40.00,Low
24,Male,$0.00,Nondonor
38,Female,$0.00,Nondonor
27,Male,$0.00,Nondonor
19,Female,$0.00,Nondonor
32,Female,$0.00,Nondonor
42,Female,$0.00,Nondonor
24,Female,$0.00,Nondonor
27,Male,$0.00,Nondonor
68,Female,$265.00,Low
33,Female,$70.00,Low
64,Male,$222.00,Low
37,Female,$0.00,Nondonor
87,Female,$30.00,Low
67,Female,"$3,478.00",High
73,Male,"$2,692.00",High
32,Female,$0.00,Nondonor
96,Female,$536.00,Low
28,Female,$0.00,Nondonor
68,Male,$0.00,Nondonor
72,Female,$0.00,Nondonor
50,Female,$0.00,Nondonor
64,Female,"$2,487.00",High
33,Male,$0.00,Nondonor
63,Female,$0.00,Nondonor
53,Female,$0.00,Nondonor
72,Male,$0.00,Nondonor
84,Female,$0.00,Nondonor
42,Male,$0.00,Nondonor
35,Male,$0.00,Nondonor
44,Male,$0.00,Nondonor
36,Female,$0.00,Nondonor
49,Male,$0.00,Nondonor
25,Male,$0.00,Nondonor
76,Female,$382.50,Low
24,Male,$0.00,Nondonor
37,Female,$15.00,Low
36,Male,$0.00,Nondonor
72,Female,$112.50,Low
43,Female,$412.50,Low
65,Male,$288.50,Low
33,Female,$0.00,Nondonor
27,Male,$5.00,Low
26,Male,$0.00,Nondonor
71,Male,$0.00,Nondonor
37,Female,$0.00,Nondonor
46,Female,$95.00,Low
29,Female,$0.00,Nondonor
40,Female,$0.00,Nondonor
57,Female,$0.00,Nondonor
47,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
81,Female,$606.50,Low
62,Female,$675.00,Low
61,Female,"$1,305.50",High
81,Female,$167.50,Low
26,Female,$140.00,Low
20,Female,$0.00,Nondonor
28,Male,$0.00,Nondonor
43,Male,$240.00,Low
50,Female,$502.50,Low
75,Female,$0.00,Nondonor
74,Male,$715.00,Low
83,Male,$182.00,Low
51,Male,"$1,430.00",High
87,Female,"$1,976.00",High
78,Female,$905.00,Low
22,Male,$0.00,Nondonor
20,Male,$0.00,Nondonor
36,Male,$0.00,Nondonor
75,Male,$0.00,Nondonor
80,Male,$731.00,Low
89,Female,$254.00,Low
75,Female,$99.00,Low
91,Male,$303.00,Low
20,Female,$80.00,Low
89,Male,"$2,399.50",High
69,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
23,Female,$290.00,Low
81,Male,$258.60,Low
24,Female,$0.00,Nondonor
21,Male,$180.00,Low
34,Female,$0.00,Nondonor
31,Female,$0.00,Nondonor
19,Male,$0.00,Nondonor
22,Male,$0.00,Nondonor
91,Female,$252.50,Low
42,Female,$0.00,Nondonor
81,Male,"$2,235.00",High
67,Female,$145.00,Low
73,Female,$240.00,Low
90,Male,"$1,545.00",High
94,Female,$122.50,Low
64,Female,"$2,592.00",High
31,Male,$0.00,Nondonor
56,Female,$12.50,Low
42,Male,$0.00,Nondonor
72,Female,"$1,126.00",High
45,Female,$444.00,Low
38,Male,$25.00,Low
76,Male,"$1,470.95",High
19,Male,$0.00,Nondonor
55,Female,$0.00,Nondonor
27,Female,$0.00,Nondonor
21,Female,$585.00,Low
50,Female,$0.00,Nondonor
24,Female,$15.00,Low
28,Female,$0.00,Nondonor
27,Male,$0.00,Nondonor
52,Male,$502.50,Low
56,Female,$0.00,Nondonor
80,Male,$636.00,Low
58,Male,$55.00,Low
69,Male,$175.00,Low
59,Female,$0.00,Nondonor
62,Female,$0.00,Nondonor
22,Male,$0.00,Nondonor
66,Female,$0.00,Nondonor
53,Female,$272.50,Low
71,Male,$0.00,Nondonor
57,Female,$677.50,Low
63,Female,$25.00,Low
54,Male,$0.00,Nondonor
43,Female,$103.00,Low
46,Female,$0.00,Nondonor
56,Male,$41.00,Low
24,Male,$0.00,Nondonor
51,Male,$27.95,Low
35,Male,$0.00,Nondonor
86,Male,$165.00,Low
88,Female,"$1,225.00",High
72,Female,$590.00,Low
30,Female,$0.00,Nondonor
62,Male,$220.00,Low
39,Female,$0.00,Nondonor
66,Female,"$1,292.50",High
84,Female,$0.00,Nondonor
29,Male,$0.00,Nondonor
28,Male,$12.50,Low
20,Male,$0.00,Nondonor
55,Female,$30.00,Low
84,Female,$726.66,Low
68,Female,$60.00,Low
57,Female,$0.00,Nondonor
46,Male,$0.00,Nondonor
42,Female,$0.00,Nondonor
47,Female,$0.00,Nondonor
52,Female,$0.00,Nondonor
50,Male,"$1,740.00",High
21,Male,$0.00,Nondonor
79,Female,"$1,580.95",High
72,Female,$90.00,Low
28,Female,$0.00,Nondonor
42,Female,$0.00,Nondonor
48,Female,$72.50,Low
21,Male,$0.00,Nondonor
48,Female,$30.00,Low
24,Female,$70.00,Low
73,Female,"$1,177.50",High
64,Female,"$2,666.00",High
20,Male,$0.00,Nondonor
57,Female,$339.00,Low
26,Female,$0.00,Nondonor
24,Male,$0.00,Nondonor
65,Male,$0.00,Nondonor
71,Female,$0.00,Nondonor
63,Female,$0.00,Nondonor
35,Male,$0.00,Nondonor
76,Male,$0.00,Nondonor
50,Female,$0.00,Nondonor
24,Male,$0.00,Nondonor
65,Male,$450.00,Low
25,Male,$0.00,Nondonor
53,Female,$0.00,Nondonor
56,Female,$250.00,Low
32,Female,$25.00,Low
56,Female,$0.00,Nondonor
41,Female,$0.00,Nondonor
71,Male,$802.00,Low
63,Female,$0.00,Nondonor
32,Male,$0.00,Nondonor
23,Male,$0.00,Nondonor
78,Female,$200.00,Low
37,Female,$0.00,Nondonor
19,Male,$0.00,Nondonor
81,Female,$12.00,Low
41,Male,$0.00,Nondonor
76,Female,"$1,825.00",High
94,Female,$805.00,Low
75,Female,"$2,500.00",High
68,Female,$50.00,Low
67,Female,$0.00,Nondonor
54,Male,$385.00,Low
64,Female,$0.00,Nondonor
53,Male,$940.00,Low
79,Male,$348.00,Low
76,Female,$87.50,Low
78,Female,$123.00,Low
70,Female,$0.00,Nondonor
84,Male,$0.00,Nondonor
58,Male,$0.00,Nondonor
38,Female,$0.00,Nondonor
87,Female,$239.00,Low
37,Female,$0.00,Nondonor
79,Male,$37.50,Low
73,Male,$195.00,Low
49,Male,$0.00,Nondonor
89,Female,$632.50,Low
24,Male,$0.00,Nondonor
31,Female,$0.00,Nondonor
71,Female,$50.00,Low
68,Male,$125.00,Low
43,Female,$0.00,Nondonor
75,Female,"$1,454.50",High
72,Male,"$6,375.00",High
75,Male,$785.50,Low
24,Male,$0.00,Nondonor
43,Male,$40.00,Low
32,Male,$0.00,Nondonor
73,Male,$447.50,Low
60,Male,"$3,796.50",High
76,Female,$0.00,Nondonor
80,Female,$30.00,Low
36,Male,$0.00,Nondonor
61,Female,$0.00,Nondonor
40,Female,$938.00,Low
47,Female,$0.00,Nondonor
84,Male,$211.00,Low
48,Female,$15.00,Low
49,Male,"$1,226.00",High
79,Female,$135.00,Low
61,Female,$0.00,Nondonor
67,Female,$0.00,Nondonor
51,Female,$0.00,Nondonor
61,Female,$50.00,Low
40,Female,$0.00,Nondonor
63,Female,$0.00,Nondonor
65,Female,"$2,546.00",High
89,Male,$120.00,Low
46,Male,$0.00,Nondonor
36,Female,$661.00,Low
36,Male,$30.00,Low
58,Female,$0.00,Nondonor
61,Female,$0.00,Nondonor
24,Female,$0.00,Nondonor
25,Female,$0.00,Nondonor
60,Female,"$4,873.95",High
73,Female,$0.00,Nondonor
46,Female,$0.00,Nondonor
62,Female,$0.00,Nondonor
28,Male,$0.00,Nondonor
28,Male,$0.00,Nondonor
33,Female,$0.00,Nondonor
37,Female,$0.00,Nondonor
71,Female,$0.00,Nondonor
61,Female,$484.50,Low
30,Female,$30.00,Low
69,Female,$12.00,Low
63,Female,$166.00,Low
58,Female,$0.00,Nondonor
34,Female,$0.00,Nondonor
33,Male,$61.00,Low
29,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
71,Female,$770.00,Low
60,Male,"$1,449.00",High
57,Female,$482.50,Low
84,Male,"$1,210.50",High
52,Male,$0.00,Nondonor
63,Female,$0.00,Nondonor
53,Female,$0.00,Nondonor
72,Female,$60.00,Low
44,Female,$12.50,Low
80,Male,$15.00,Low
55,Male,$346.00,Low
70,Female,$0.00,Nondonor
84,Male,$30.00,Low
48,Male,$471.00,Low
66,Male,$752.50,Low
20,Female,$0.00,Nondonor
52,Female,$225.00,Low
78,Female,$37.50,Low
55,Female,$0.00,Nondonor
57,Male,$12.50,Low
84,Male,"$2,620.50",High
49,Female,$205.00,Low
25,Female,$75.00,Low
20,Female,$0.00,Nondonor
69,Male,$0.00,Nondonor
81,Female,$0.00,Nondonor
92,Female,$49.00,Low
52,Male,$0.00,Nondonor
54,Female,"$1,122.50",High
88,Male,$420.00,Low
82,Female,"$1,351.00",High
76,Female,$0.00,Nondonor
39,Female,$25.00,Low
68,Female,"$2,377.00",High
65,Female,$850.00,Low
29,Female,$0.00,Nondonor
88,Female,$910.00,Low
61,Male,$0.00,Nondonor
25,Female,$0.00,Nondonor
94,Female,$199.90,Low
68,Female,$0.00,Nondonor
27,Male,$0.00,Nondonor
78,Female,$533.50,Low
68,Female,$435.00,Low
33,Male,$0.00,Nondonor
71,Male,$0.00,Nondonor
57,Female,$829.50,Low
47,Male,$150.00,Low
73,Female,"$1,060.50",High
62,Female,$0.00,Nondonor
28,Male,$0.00,Nondonor
65,Female,$165.00,Low
59,Female,$0.00,Nondonor
42,Male,$0.00,Nondonor
57,Male,$0.00,Nondonor
95,Female,$533.00,Low
41,Female,$0.00,Nondonor
84,Female,"$1,250.50",High
49,Female,$80.00,Low
57,Female,$0.00,Nondonor
24,Male,$160.00,Low
33,Female,$0.00,Nondonor
53,Male,$0.00,Nondonor
23,Male,$0.00,Nondonor
36,Female,$0.00,Nondonor
28,Male,$0.00,Nondonor
79,Female,$0.00,Nondonor
45,Female,"$1,202.00",High
41,Female,$45.00,Low
65,Female,$270.00,Low
89,Male,"$2,110.50",High
30,Male,$0.00,Nondonor
31,Male,$0.00,Nondonor
42,Male,$0.00,Nondonor
61,Female,$50.00,Low
69,Male,$415.00,Low
65,Male,$719.00,Low
46,Female,$260.00,Low
33,Male,$0.00,Nondonor
74,Female,$843.50,Low
82,Male,"$1,680.50",High
64,Female,$0.00,Nondonor
47,Female,$150.00,Low
29,Male,$0.00,Nondonor
71,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
85,Female,$0.00,Nondonor
53,Male,"$2,141.00",High
37,Male,$12.00,Low
87,Female,$25.00,Low
40,Female,$0.00,Nondonor
72,Female,$0.00,Nondonor
73,Male,$70.00,Low
25,Male,$0.00,Nondonor
29,Male,$20.00,Low
43,Female,$42.00,Low
77,Male,$0.00,Nondonor
41,Female,$0.00,Nondonor
86,Female,"$1,173.00",High
97,Male,$195.00,Low
65,Male,$60.00,Low
69,Female,$167.00,Low
75,Female,$0.00,Nondonor
38,Male,$0.00,Nondonor
28,Female,$0.00,Nondonor
67,Female,"$1,098.00",High
87,Female,$37.50,Low
65,Female,$0.00,Nondonor
81,Female,"$1,572.50",High
48,Female,$610.00,Low
38,Female,$60.00,Low
47,Female,$0.00,Nondonor
62,Male,$60.00,Low
66,Female,$199.00,Low
61,Female,$25.00,Low
77,Male,"$1,096.00",High
56,Male,$120.00,Low
25,Female,$135.00,Low
72,Male,$452.00,Low
60,Female,$640.00,Low
71,Female,$309.50,Low
36,Female,$0.00,Nondonor
42,Female,$630.00,Low
53,Female,"$3,186.00",High
68,Female,$116.00,Low
55,Female,$15.00,Low
63,Female,$0.00,Nondonor
75,Female,$0.00,Nondonor
71,Male,$636.00,Low
56,Male,$0.00,Nondonor
82,Female,"$1,200.00",High
65,Female,"$1,430.00",High
23,Male,$0.00,Nondonor
48,Female,$115.00,Low
40,Male,$528.00,Low
33,Male,$0.00,Nondonor
36,Female,$0.00,Nondonor
45,Male,$25.00,Low
25,Male,$180.00,Low
20,Male,$0.00,Nondonor
69,Male,$576.00,Low
36,Female,$50.00,Low
23,Male,$0.00,Nondonor
91,Male,"$1,183.00",High
25,Female,$0.00,Nondonor
66,Female,$280.00,Low
85,Female,"$1,422.50",High
45,Male,$0.00,Nondonor
79,Female,$0.00,Nondonor
81,Female,$0.00,Nondonor
20,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
43,Female,$40.00,Low
26,Male,$0.00,Nondonor
64,Female,"$1,856.50",High
45,Male,$630.00,Low
47,Female,"$1,108.00",High
34,Male,$0.00,Nondonor
20,Female,$40.00,Low
35,Female,$0.00,Nondonor
43,Female,$0.00,Nondonor
72,Female,$270.00,Low
47,Male,$0.00,Nondonor
61,Female,$634.30,Low
21,Male,$0.00,Nondonor
29,Male,$0.00,Nondonor
47,Male,$0.00,Nondonor
45,Male,$0.00,Nondonor
20,Female,$0.00,Nondonor
26,Female,$0.00,Nondonor
34,Male,$0.00,Nondonor
85,Female,"$1,153.00",High
48,Female,$0.00,Nondonor
42,Female,$590.00,Low
62,Male,$402.00,Low
76,Female,"$1,516.50",High
65,Female,$429.00,Low
47,Female,$12.00,Low
24,Female,$0.00,Nondonor
43,Male,$15.00,Low
52,Male,"$1,860.00",High
76,Female,$24.50,Low
82,Female,"$1,141.00",High
21,Male,$0.00,Nondonor
58,Female,$280.00,Low
52,Female,$824.00,Low
43,Male,$60.00,Low
42,Female,$540.00,Low
38,Female,$36.00,Low
76,Male,$50.00,Low
42,Female,$315.00,Low
20,Male,$0.00,Nondonor
80,Male,$0.00,Nondonor
71,Male,$225.00,Low
71,Female,$0.00,Nondonor
43,Male,$0.00,Nondonor
51,Male,$0.00,Nondonor
22,Female,$0.00,Nondonor
86,Female,"$1,394.95",High
23,Male,$0.00,Nondonor
81,Female,"$2,385.50",High
71,Male,$0.00,Nondonor
58,Female,$20.00,Low
70,Male,"$1,132.00",High
80,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
56,Female,$0.00,Nondonor
36,Female,$0.00,Nondonor
44,Male,$0.00,Nondonor
82,Female,$0.00,Nondonor
79,Female,$145.50,Low
65,Male,$0.00,Nondonor
49,Female,$0.00,Nondonor
69,Female,$30.00,Low
42,Female,$96.00,Low
87,Male,$0.00,Nondonor
44,Female,$30.00,Low
22,Male,$0.00,Nondonor
90,Male,"$1,369.00",High
19,Female,$0.00,Nondonor
58,Female,$0.00,Nondonor
64,Female,$90.00,Low
70,Male,"$1,155.00",High
51,Male,$106.50,Low
34,Male,$0.00,Nondonor
28,Female,$0.00,Nondonor
93,Female,"$2,093.45",High
84,Female,$225.50,Low
75,Female,"$1,131.00",High
63,Female,$0.00,Nondonor
33,Female,$0.00,Nondonor
20,Female,$0.00,Nondonor
86,Female,"$2,136.00",High
45,Female,$0.00,Nondonor
86,Female,$199.00,Low
84,Female,"$1,300.00",High
